Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/lone-oak/,Lone Oa,https://cdn.liquor.com/wp-content/uploads/2015/05/slideshow-lone-oak-260x260.jpg,This cocktail from New York’s Dead Rabbit combines Irish whiskey and pistachio syrup for a truly nutty concoction.,Add all ingredients to a shaker and fill with ice. Shake and strain into a coupe glass. Garnish with a fresh curry leaf.,Jameson Black Barrel Irish Whiskey;Green Chartreuse;Dead Rabbit Orinoco bitters;Lemon juice;Pistachio syrup;Fresh curry leaves,Fresh curry leaf,Coupe,Spirit-forward,Irish Whiskey,Modern Classics,Cooked/Heated;Shaken,Neat/Up,Strong,Complicated,,,,Jameson
https://www.liquor.com/recipes/grey-goose-oaks-lily/,Oaks Lily,https://cdn.liquor.com/wp-content/uploads/2019/07/31113239/Oaks-Lily-720x720-recipe-260x260.jpg,The Oaks Lily is the official cocktail of the Bluegrass State’s other big horse race the Kentucky Oaks. Light and refreshing the vodka drink takes its inspiration from the Cosmopolitan the pink hue a nod to the stargazer lilies placed on the race’s winning filly. ,Add all ingredients into a highball fill with ice and stir. Garnish with a lemon wheel and 2 skewered blackberries.,Vodka;Orange liqueur;Simple syrup;Fresh lemon juice;Cranberry juice,Lemon wheel;Blackberries,Highball,Fruity/Citrus-forward,Vodka,Modern Classics,Built in Glass,On the Rocks,Medium,Simple,,Kentucky Derby,Spring,
https://www.liquor.com/recipes/vanilla-orangecello/,Vanilla-Orangecell,https://cdn.liquor.com/wp-content/uploads/2015/04/vanilla-orangecello-recipe-260x260.jpg,The creamsicle might have begun as a childhood sweet on a stick but its base flavors can become a very adult beverage: Bright orangecello laced with vanilla beans. ,Use a vegetable peeler or zester to remove the peels from all of the oranges avoiding peeling the bitter white pith. Place the orange peels and vanilla beans in a large jar and cover with alcohol. Allow to steep for one week somewhere dark like a closet or cabinet. Strain the infused vodka into a large bowl and discard the orange peels and vanilla beans. Add one cup of simple syrup to the vodka and stir. Taste for sweetness adding more simple syrup as desired. Use a funnel to bottle the vanilla-orangecello and set aside in a dark area for one more week for the flavor to mellow. Chill thoroughly in the freezer before serving.,Large Oranges;Vanilla beans split open;100-proof vodka;Simple syrup,,,Fruity/Citrus-forward,Liqueurs,,,,Strong,Simple,,,,
https://www.liquor.com/recipes/limoncello/,Limoncell,https://cdn.liquor.com/wp-content/uploads/2015/04/limoncello-recipe-260x260.jpg,Limoncello is produced with equal passion in multiple areas of Italy: in Sorrento along the Amalfi coast and on the island of Capri. It’s a staple apéritif after many a dinner in Italy and most restaurants hawk their own brand. Craving the sweet-tart pucker of this golden liqueur? It’s sublimely easy to make at home. ,Use a vegetable peeler or zester to remove the peels from all of the lemons avoiding peeling the bitter white pith. Place the lemon peels in a large jar and cover with alcohol. Allow the peels to steep for four weeks somewhere dark like a closet or cabinet. Strain the infused vodka into a large bowl and discard the lemon peels. Add one cup of simple syrup to the vodka and stir. Taste for sweetness adding more simple syrup as desired. Use a funnel to bottle the limoncello and return to a dark area for two more weeks for the flavor to mellow. Chill thoroughly in the freezer before serving.,Lemons;100-proof vodka;Simple syrup,,,Fruity/Citrus-forward,Liqueurs,,,,Strong,Simple,,,,
https://www.liquor.com/recipes/alma-blanca/,Alma Blanca,https://cdn.liquor.com/wp-content/uploads/2015/04/recipe-alma-blanca-la-condesa.jpg,Tequila ginger pineapple and corn all show up to class in this spicy cocktail from Austin Texas’s La Condesa.,"In a shaker muddle the corn kernels then add the remaining ingredients and fill with ice. Shake hard and double strain into a hibiscus-rose salt�""rimmed coupe glass. Mist with two to three sprays of Herbsaint.",Habanero-infused Siembra Azul Blanco Tequila;Domaine de Canton;Fresh lemon juice;Fresh pineapple juice;Organic agave nectar;Fresh yellow corn kernels,Hibiscus-rose salt rim and mist of Herbsaint,Coupe,,Tequila,,Shaken,,Medium,Complicated,,,,
https://www.liquor.com/recipes/yum-kaax/,Yum Kaax,https://cdn.liquor.com/wp-content/uploads/2015/04/recipe-black-ant.jpg,This corn and mezcal cocktail was named after the eponymous Mayan god of maize. ,Add all ingredients to a shaker and fill with ice. Shake and strain into the salt-rimmed rocks or cocktail glass.,Mezcal;Mexican sweet corn juice (one ear of corn yields about 3 oz juice);leaves of Epazote and Hoja Santa;Fresh lime juice;Agave nectar,Pitiona leaves and a salted rim,Rocks;cocktail,,Mezcal,,Shaken,,Medium,Complicated,,,,
https://www.liquor.com/recipes/cornelia/,Cornelia,https://cdn.liquor.com/wp-content/uploads/2015/04/recipe-cornelia-wallflower.jpg,This tequila and mezcal cocktail from New York bar Wallflower was inspired by chilled corn soup.,Add all ingredients into a shaker with ice and shake. Strain into a coupe glass. Garnish with 4 dashes of basil oil. *Jalapeño-infused Del Maguey Vida mezcal: Steep one large washed and slice jalapeño in a 750 mL bottle of Del Maguey Vida mezcal for 4 to 6 hours then remove the jalapeño. **Corn puree: Juice the fresh kernels from 5 to 6 ears of corn (approximately 1 L) in a juicer. In a saucepan over low heat reduce the corn juice to half the volume stirring occasionally. Allow to cool and store refrigerated for up to 2 weeks.,Cimarrón reposado tequila;Jalapeño-infused Del Maguey Vida mezcal;Corn puree;Agave syrup (3 parts agave nectar; 1 part water),Basil oil,Coupe,Creamy,Mezcal;Tequila,Modern Classics,Shaken,,Medium,Complicated,Afternoon;Evening,,,
https://www.liquor.com/recipes/hakushu-highball/,Hakushu Highball,https://cdn.liquor.com/wp-content/uploads/2015/04/Hakushu-Highball-recipe-260x260.jpg,This smoky modern cocktail is stirred exactly 13.5 times to honor Japanese tradition.,Fill a highball glass with large ice cubes. Pour the Hakushu over the ice. Gently stir the whisky with a bar spoon 13 and a half times. Pour the club soda over the back of the bar spoon and into the highball glass. Garnish with a mint sprig.,Club soda,1 Mint sprig,Highball,,Japanese Whisky,,Stirred,,Light,Simple,,,,
https://www.liquor.com/recipes/sakura-chan/,Sakura-chan,https://cdn.liquor.com/wp-content/uploads/2015/04/Andaz_Tokyo_cocktail-260x260.jpg,This sake-based cocktail from Warren Lindsay of Andaz Tokyo is inspired by beautiful cherry blossoms.,Add all ingredients except the Kirsch to a mixing glass and fill with ice. Stir and strain into a sake glass over one large piece of ice. Float the Kirsch over top and garnish with a sakura flower and cherry.,Hakkaisan Premium Japanese Sake;Sakura Liqueur;Lemon juice;Kirsch with Griotte Cherries,1 Sakura flower;1 Cherry,Sake,,,,Stirred,,Medium,Medium,,,,
https://www.liquor.com/recipes/kentucky-mule/,Kentucky Mule,https://cdn.liquor.com/wp-content/uploads/2018/03/21204112/kentucky-mule-720-720-recipe-260x260.jpg,Who says you can’t have your copper mug and your bourbon too? This twist on the Moscow Mule pairs American whiskey and ginger beer for a refreshing summer cocktail. ,Add the bourbon and lime juice to a Moscow Mule mug or a highball glass. Fill the mug or glass with ice and top with ginger beer. Add mint sprigs for garnish.,Woodford Reserve bourbon;Fresh lime juice;Ginger beer to top,Mint sprigs,Moscow Mule mug;highball,Spirit-forward,Bourbon / American Whiskey,Modern Classics,,On the Rocks,Medium,Simple,,,,Woodford Reserve
https://www.liquor.com/recipes/prospector/,Prospector,https://cdn.liquor.com/wp-content/uploads/2014/11/Prospector-720x480-Image-1-260x260.png,This bourbon-and-amaro drink pairs well with holiday spices and can be served warmed up or chilled.,Add all the ingredients to a mixing glass and fill with ice. Stir for 15 seconds and strain into a coupe glass. Express the oils of the lemon twist over the drink and gently drop the twist into the cocktail.,Larceny bourbon;Averna amaro;Pedro Ximénez sherry;Angostura bitters,Lemon twist,Coupe,Spirit-forward,Bourbon / American Whiskey,Classics,Stirred,Neat/Up,Medium,Medium,,,,Larceny
https://www.liquor.com/recipes/tipperary/,Tipperary,https://cdn.liquor.com/wp-content/uploads/2015/03/Tipperary-260x260.jpg,Put an Irish twist on the Bijou with a little Jameson Irish Whiskey and Green Chartreuse.,Add all ingredients into a mixing glass with ice and stir. Strain into a chilled cocktail glass. Express the oils from an orange peel over the glass and discard.,Jameson Black Barrel Irish whiskey;Sweet vermouth;Green Chartreuse;Angostura bitters;Orange peel,,Cocktail,Spirit-forward,Irish Whiskey,Modern Classics,Stirred,Neat/Up,Medium,Medium,,,,Jameson
https://www.liquor.com/recipes/isaiah-rynders/,Isaiah Rynders,https://cdn.liquor.com/wp-content/uploads/2016/06/17115749/Isiah-Rynders-720x720-recipe.jpg,This savory take on the Dark and Stormy has quite a punch—just like its namesake.,Add all ingredients into a shaker with ice and shake vigorously. Strain into a highball glass over one large ice cube. Top with the vanilla soda. Garnish with freshly grated nutmeg.,Jameson Black Barrel Irish whiskey;Cardamaro;Connemara cask-strength peated Irish whiskey;Fresh lime juice;Ginger syrup;The Dead Rabbit Orinoco bitters;Tamarind chutney;Vanilla soda,Freshly grated nutmeg,Highball,Spirit-forward,Irish Whiskey,Modern Classics,Shaken,On the Rocks,Medium,Complicated,,,,Jameson
https://www.liquor.com/recipes/irish-old-fashioned/,Irish Old Fashioned,https://cdn.liquor.com/wp-content/uploads/2011/06/07152557/traditional-elderfashion-260x260.jpg,This cocktail from top bartender Jack McGarry puts an Irish twist on the “original” old fashioned cocktail.  ,Add all ingredients to a mixing glass and fill with ice. Stir and strain into a rocks glass filled with fresh ice. Garnish with an orange slice.,Jameson Black Barrel Irish Whiskey;Bénédictine;Angostura bitters;Orange bitters,Orange slice,Rocks,Spirit-forward,Irish Whiskey,Modern Classics,Stirred,On the Rocks,Medium,Simple,,,,Jameson
https://www.liquor.com/recipes/irish-maid/,Irish Maid,https://cdn.liquor.com/wp-content/uploads/2016/03/03112737/10-Essential-Irish-Whiskey-Cocktails-for-a-Flawless-St.-Patricks-Day-irish-maid-720x720-slideshow.jpg,The Irish Maid makes a convincing case for why there should be more whiskey-cucumber cocktails. A riff on the Sam Ross classic the Kentucky Maid the drink is part of a versatile cocktail family that combines a base spirit of your choice with fresh seasonal ingredients. Floral and refreshing the Irish Maid is at your service with a beautiful blend of Irish whiskey St.-Germain citrus and cucumber.,Muddle the cucumber slices in a shaker. Add remaining ingredients and ice to the shaker and shake vigorously. Fine-strain into a chilled rocks glass over ice. Garnish with a cucumber slice.,Cucumber (1/4-inch slices);Irish whiskey;St-Germain;Fresh lemon juice;Simple syrup,Cucumber slice,Rocks,Spirit-forward,Irish Whiskey;Whiskey,Modern Classics,Shaken,On the Rocks,Medium,Medium,,,,
https://www.liquor.com/recipes/rumskey-cocktail/,Rumskey Cocktail -,https://cdn.liquor.com/wp-content/uploads/2015/02/recipe-hybrids-spirits-2.jpg,White whiskey and rum join forces in this simple sour cocktail.,Add all ingredients to a shaker and fill with ice. Shake and double strain into a highball glass over fresh ice. Garnish with a lemon peel.,White Rumskey;Lemon juice;Ginger liqueur;Simple syrup,1 Lemon peel,Highball,Sweet,Rum;Whiskey,Modern Classics,Shaken,On the Rocks,Light,Simple,,,,
https://www.liquor.com/recipes/spicy-negroni/,Spicy Negron,https://cdn.liquor.com/wp-content/uploads/2018/05/21100453/Spicy-Negroni-720x720-article-260x260.jpg,A twist on the classic a little mezcal and ancho chile liqueur gives the Negroni a smoky and spicy finish.,Add all ingredients to a mixing glass and fill with ice. Stir and strain into an Old Fashioned or rocks glass over fresh ice.,Gin;Mezcal;Campari;Sweet vermouth;Ancho chile liqueur;Mole bitters,,Old Fashioned,Spicy;Spirit-forward,Gin;Mezcal,Modern Classics,Stirred,On the Rocks,Strong,Medium,,,,Campari
https://www.liquor.com/recipes/taylored-black-russian/,Taylored Black Russian -,https://cdn.liquor.com/wp-content/uploads/2015/02/16153337/black-taylored-russian-720-720-recipe-260x260.jpg,Liz Taylor once said that this unlikely combination of ingredients was her favorite cocktail.,Heat the chocolate syrup until warm. Add all ingredients to a mixing glass and stir. Fill with ice and stir until chilled. Strain into a rocks glass over fresh ice. .,Absolut vodka;Kahlúa;Hershey's chocolate syrup,,Rocks,Creamy;Sweet,Vodka,Modern Classics,Cooked/Heated;Stirred,On the Rocks,Medium,Medium,Evening,,,Kahlua
https://www.liquor.com/recipes/house-of-friends/,House of Friends -,https://cdn.liquor.com/wp-content/uploads/2015/02/recipe-house-of-friends-260x260.jpg,Cocktail consultant Brian Van Flandern created this cocktail in honor of Casamigos creators and friends George Clooney and Rande Gerber.,Add all ingredients to a mixing glass and fill with ice. Shake vigorously and strain into a cocktail glass.,Casamigos Blanco Tequila;Yellow Chartreuse;Cointreau;Agave nectar;Lime juice,1 Freshly grated nutmeg,Cocktail,Sour;Sweet,Tequila,Modern Classics,Shaken,Neat/Up,Medium,Simple,Evening,,,Casamigos Tequila;Cointreau
https://www.liquor.com/recipes/champagne-passion/,Champagne Passion -,https://cdn.liquor.com/wp-content/uploads/2015/02/recipe-champagne-passion-260x260.jpg,This elegant mixture of Champagne and passion fruit was inspired by award-winning actress Ingrid Bergman.,Add the passion fruit puree to a mixing glass. Stir and add in simple syrup then ice. Still stirring slowly add in the Champagne. Strain into a flute and float the Alizé on top.,Passion fruit puree;Simple syrup;Champagne;Alizé,,Flute,Bubbly;Sweet,,Modern Classics,Stirred,Neat/Up,Medium,Medium,Evening,,,
https://www.liquor.com/recipes/vickers-valiant/,Vickers Valian,https://cdn.liquor.com/wp-content/uploads/2015/03/VickersValiant_800x800.png,This vodka cocktail is both sweet and tart.,Add all of the ingredients into a shaker with ice and shake until chilled. Double-strain into cocktail glass. Top with splash of grapefruit soda. Garnish with grapefruit peel.,Boru Irish vodka;Celtic honey;Suze;Crème d’framboise;Freshly Squeezed Lime Juice;sugar syrup;Grapefruit soda,Grapefruit peel,Cocktail,Fruity/Citrus-forward,Liqueurs;Vodka,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Afternoon;Evening;Morning/Brunch,,Brunch;Fall;Holiday Season;Romantic;Spring;Summer;Winter,Boru;Celtic Honey
https://www.liquor.com/recipes/shoe-maker/,Shoe Maker,https://cdn.liquor.com/wp-content/uploads/2015/02/13142924/shoe-maker-720-720-recipe-260x260.jpg,Irish whiskey gets a lighter treatment when paired with fino sherry sugar syrup orange bitters raspberries and orange. ,Add the bitters raspberries orange slice and sugar syrup into shaker tin and muddle. Add the whiskey sherry and ice and shake. Double-strain into an Old Fashioned glass over crushed ice. Express the oil from an orange peel and discard. Garnish with 3 mint sprigs and a raspberry.,Knappogue Castle 12-year-old single malt Irish whiskey;Fino sherry;Sugar syrup;Orange bitters;Raspberries;Orange slice;Orange peel,Mint sprig;Raspberry,Old Fashioned,Salty/Savory,Irish Whiskey,Modern Classics,Shaken,Crushed Ice,Medium,Complicated,Afternoon;Evening,,Fall;Holiday Season;Spring;Summer,Knappogue Castle
https://www.liquor.com/recipes/st-valentines-tipple-cocktail-recipe/,St.Valentine's Tipple,https://cdn.liquor.com/wp-content/uploads/2015/03/St.-Valentines-Tipple-260x260.jpg,Bet you never thought you’d see maple syrup and pineapple juice become best friends?,Add all ingredients to a shaker and fill with ice. Hard shake and strain into coupe glass. Garnish with three drops of Angostura Bitters.,Woodford Reserve Rye Whiskey;Dark maple syrup;Yuzu juice;Pineapple juice,Angostura bitters,Coupe,Salty/Savory,Rye Whiskey,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,Fall;Holiday Season;Spring;Summer;Winter,Woodford Reserve
https://www.liquor.com/recipes/the-american-poet-cocktail-recipe/,The American Poet,https://cdn.liquor.com/wp-content/uploads/2015/03/The_American_Poet-2.jpg,Absinthe gives this rye whiskey cocktail something to brag about.,Rinse a Nick and Nora glass or a coupe glass with absinthe. Add remaining ingredients to a mixing glass and fill with ice. Stir and strain into the Nick and Nora glass or coupe glass rinsed with absinthe. Spray additional absinthe on top if desired. Garnish with a lemon twist.,Absinthe;Woodford Reserve Rye Whiskey;Dolin Sweet Vermouth;Zucca Rhubarb Amaro,Lemon twist,Coupe,Salty/Savory,Rye Whiskey,Modern Classics,Stirred,Neat/Up,Strong,Complicated,Afternoon;Dinner/Paired with food;Evening,,Fall;Holiday Season;Spring;Summer;Winter,Woodford Reserve
https://www.liquor.com/recipes/the-ambassador-cocktail-recipe/,The Ambassador,https://cdn.liquor.com/wp-content/uploads/2015/03/Ambassador-e1425410709724.jpeg,You’ll want this complex cocktail representing your interests.,Shaken and served in a cocktail glass. Garnished with lemon oils and a sprig of fresh rosemary.,Woodford Reserve Rye;Lime juice;Orgeat;Fernet Branca;Olorosso sherry;Boker's bitters;Absinthe,1 Lemon oils;1 sprig Fresh rosemary,Cocktail;coupe,Salty/Savory,Rye Whiskey,Modern Classics,Shaken,Neat/Up,Strong,Complicated,Afternoon;Dinner/Paired with food;Evening,,Brunch;Fall;Holiday Season;Spring;Summer;Winter,Woodford Reserve
